         13501280 function calls (13282499 primitive calls) in 24.649 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2320    0.000    0.000    0.000    0.000 typing.py:918(__eq__)
        1    0.000    0.000    0.000    0.000 _status_codes.py:6(codes)
      450    0.000    0.000    0.000    0.000 app.py:892(_set_active)
        1    0.000    0.000    0.000    0.000 _content_switcher.py:1(<module>)
      434    0.000    0.000    0.000    0.000 tasks.py:460(<genexpr>)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
      238    0.000    0.000    0.000    0.000 _urls.py:231(netloc)
       24    0.000    0.000    0.000    0.000 selector_events.py:908(_call_connection_lost)
      112    0.000    0.000    0.000    0.000 _compiler.py:386(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 palette.py:1(<module>)
     2912    0.000    0.000    0.000    0.000 blank.py:17(__rich_console__)
       27    0.000    0.000    0.000    0.000 enum.py:500(__prepare__)
     2076    0.000    0.000    0.000    0.000 _utils.py:47(normalize_header_value)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spinner.py:1(<module>)
     1062    0.000    0.000    0.000    0.000 _asyncio.py:1655(is_set)
      200    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
      175    0.000    0.000    0.000    0.000 _monitor.py:301(add_xside)
      547    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
      290    0.000    0.000    0.000    0.000 widget.py:2009(_exchange_repaint_regions)
        3    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _xterm_parser.py:123(on_key_token)
      102    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      694    0.000    0.000    0.000    0.000 queue.py:209(_qsize)
     1707    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
     1699    0.000    0.000    0.000    0.000 _parser.py:293(tell)
     3651    0.000    0.000    0.000    0.000 _connection.py:212(their_state)
      448    0.000    0.000    0.000    0.000 _asyncio.py:2048(checkpoint)
     2459    0.000    0.000    0.000    0.000 _connection.py:205(our_state)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
      570    0.000    0.000    0.000    0.000 style.py:732(_add)
        1    0.000    0.000    0.000    0.000 _placeholder.py:1(<module>)
     2915    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       24    0.000    0.000    0.000    0.000 ipaddress.py:28(ip_address)
       66    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
      178    0.000    0.000    0.000    0.000 segment.py:380(<genexpr>)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _styles_builder.py:1(<module>)
       15    0.000    0.000    0.000    0.000 plot.py:234(_rgbify_theme)
       24    0.000    0.000    0.000    0.000 _asyncio.py:771(start_soon)
      509    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      312    0.000    0.000    0.000    0.000 random.py:242(_randbelow_with_getrandbits)
      295    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
       12    0.000    0.000    0.000    0.000 widget.py:234(__set__)
        8    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
       14    0.000    0.000    0.000    0.000 query.py:138(__bool__)
        1    0.000    0.000    0.000    0.000 scroll_view.py:1(<module>)
        1    0.000    0.000    0.000    0.000 app.py:903(get_css_variables)
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
      192    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.datetime' objects}
       35    0.000    0.000    0.000    0.000 screen.py:989(_on_update_scroll)
       20    0.000    0.000    0.000    0.000 tint.py:31(process_segments)
       89    0.000    0.000    0.000    0.000 measure.py:78(get)
       23    0.000    0.000    0.000    0.000 widget.py:3694(_on_mouse_down)
     2016    0.000    0.000    0.000    0.000 app.py:814(_screen_stack)
        2    0.000    0.000    0.000    0.000 _make.py:1013(add_repr)
     1043    0.000    0.000    0.000    0.000 tasks.py:70(_set_task_name)
     1157    0.000    0.000    0.000    0.000 inspect.py:299(ismethod)
      320    0.000    0.000    0.000    0.000 tasks.py:534(_on_completion)
       97    0.000    0.000    0.000    0.000 __init__.py:179(sub)
      126    0.000    0.000    0.000    0.000 color.py:605(rgb_to_lab)
       24    0.000    0.000    0.000    0.000 _asyncio.py:694(_spawn)
        8    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
        4    0.000    0.000    0.000    0.000 trading.py:57(compose)
       13    0.000    0.000    0.000    0.000 widget.py:1845(animate)
     1693    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 _make.py:1937(_add_eq)
       26    0.000    0.000    0.000    0.000 socket.py:221(__init__)
     1378    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
      224    0.000    0.000    0.000    0.000 _monitor.py:69(lines_init)
      580    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
     1321    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
      779    0.000    0.000    0.000    0.000 _utility.py:357(is_string_color)
      126    0.000    0.000    0.000    0.000 color.py:631(lab_to_rgb)
        3    0.000    0.000    0.000    0.000 screen.py:186(__init__)
     1210    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      237    0.000    0.000    0.000    0.000 _base.py:463(exception)
      539    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        1    0.000    0.000    0.000    0.000 __init__.py:152(EntryPoint)
       28    0.000    0.000    0.000    0.000 _button.py:234(validate_label)
     1110    0.000    0.000    0.000    0.000 typing.py:1546(__eq__)
       31    0.000    0.000    0.000    0.000 screen.py:353(render)
        1    0.000    0.000    0.000    0.000 _decoders.py:1(<module>)
      248    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
      362    0.000    0.000    0.000    0.000 futures.py:387(_call_check_cancel)
        1    0.000    0.000    0.000    0.000 core.py:2012(Parameter)
     1672    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _tabs.py:89(Tab)
       32    0.000    0.000    0.000    0.000 widget.py:1773(focusable)
     3301    0.000    0.000    0.000    0.000 text.py:758(<genexpr>)
      219    0.000    0.000    0.000    0.000 _models.py:726(raise_for_status)
  591/350    0.000    0.000    0.000    0.000 plot.py:204(_rgbify)
      272    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
      609    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
        1    0.000    0.000    0.000    0.000 suggester.py:1(<module>)
      220    0.000    0.000    0.000    0.000 _connection.py:341(trailing_data)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
      240    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
      662    0.000    0.000    0.000    0.000 futures.py:299(_get_loop)
      220    0.000    0.000    0.000    0.000 parse.py:1052(unwrap)
     1087    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
      152    0.000    0.000    0.000    0.000 widget.py:3844(_on_unmount)
       43    0.000    0.000    0.000    0.000 inspect.py:2816(__str__)
      149    0.000    0.000    0.000    0.000 widget.py:765(get_child_by_type)
      547    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
     1062    0.000    0.000    0.000    0.000 containers.py:93(__len__)
       66    0.000    0.000    0.000    0.000 _animator.py:513(force_stop_animation)
     1562    0.000    0.000    0.000    0.000 _headers.py:117(__getitem__)
      620    0.000    0.000    0.000    0.000 widget.py:3001(__rich_repr__)
     1455    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      175    0.000    0.000    0.000    0.000 _monitor.py:385(check_style)
     1670    0.000    0.000    0.000    0.000 widget.py:1629(outer_size)
      527    0.000    0.000    0.000    0.000 message_pump.py:258(is_parent_active)
       68    0.000    0.000    0.000    0.000 _figure.py:87(_set_slots)
      707    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:436(PercentStyle)
       13    0.000    0.000    0.000    0.000 _animator.py:175(__call__)
       15    0.000    0.000    0.000    0.000 dom.py:238(data_bind)
      136    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
        1    0.000    0.000    0.000    0.000 plotext_plot.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _monitor.py:12(__init__)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
       48    0.000    0.000    0.000    0.000 base_events.py:1445(_ensure_resolved)
      852    0.000    0.000    0.000    0.000 messages.py:39(can_replace)
        1    0.000    0.000    0.000    0.000 _strptime.py:261(compile)
       77    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       68    0.000    0.000    0.000    0.000 _styles_builder.py:646(process_color)
      177    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      502    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      623    0.000    0.000    0.000    0.000 align.py:153(generate_segments)
        1    0.000    0.000    0.000    0.000 _help_text.py:1(<module>)
       26    0.000    0.000    0.000    0.000 socket.py:500(close)
      190    0.000    0.000    0.000    0.000 styles.py:600(_align_width)
     2307    0.000    0.000    0.000    0.000 typing.py:1227(<genexpr>)
      712    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
      708    0.000    0.000    0.000    0.000 queues.py:47(_init)
       92    0.000    0.000    0.000    0.000 __init__.py:675(joinpath)
        1    0.000    0.000    0.000    0.000 modeline.py:1(<module>)
     2915    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      525    0.000    0.000    0.000    0.000 _monitor.py:259(correct_yside)
       50    0.000    0.000    0.000    0.000 _asyncio.py:545(cancel)
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
     1023    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      153    0.000    0.000    0.000    0.000 binding.py:121(copy)
      244    0.000    0.000    0.000    0.000 _receivebuffer.py:53(__iadd__)
      238    0.000    0.000    0.000    0.000 _content.py:182(encode_request)
     2084    0.000    0.000    0.000    0.000 _models.py:168(__init__)
        1    0.000    0.000    0.000    0.000 _static.py:1(<module>)
       47    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       56    0.000    0.000    0.000    0.000 blank.py:13(__init__)
        1    0.000    0.000    0.000    0.000 segment.py:63(Segment)
        1    0.000    0.000    0.000    0.000 progress.py:1049(Progress)
       17    0.000    0.000    0.000    0.000 widget.py:2111(scroll_to)
        1    0.000    0.000    0.000    0.000 _label.py:1(<module>)
       29    0.000    0.000    0.000    0.000 screen.py:278(refresh_bindings)
      449    0.000    0.000    0.000    0.000 _worker_manager.py:121(_remove_worker)
       11    0.000    0.000    0.000    0.000 widget.py:3785(_on_mouse_scroll_up)
      747    0.000    0.000    0.000    0.000 text.py:172(__str__)
      801    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
     2525    0.000    0.000    0.000    0.000 geometry.py:35(clamp)
       93    0.000    0.000    0.000    0.000 __init__.py:757(normalize)
      322    0.000    0.000    0.000    0.000 stylesheet.py:311(add_source)
     3294    0.000    0.000    0.000    0.000 _exceptions.py:7(map_exceptions)
      370    0.000    0.000    0.000    0.000 threading.py:124(RLock)
      507    0.000    0.000    0.000    0.000 base_events.py:1893(_add_callback)
     2186    0.000    0.000    0.000    0.000 message.py:123(prevent_default)
     1048    0.000    0.000    0.000    0.000 geometry.py:649(contains)
        1    0.000    0.000    0.000    0.000 _loading_indicator.py:1(<module>)
       26    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
      113    0.000    0.000    0.000    0.000 cells.py:47(get_character_cell_size)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 measure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 time.py:1(<module>)
      150    0.000    0.000    0.000    0.000 _node_list.py:92(_append)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1564(__init__)
      222    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
     2286    0.000    0.000    0.000    0.000 _asyncio.py:515(_restart_cancellation_in_parent)
      124    0.000    0.000    0.000    0.000 geometry.py:712(__contains__)
        1    0.000    0.000    0.000    0.000 _log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stylesheet.py:1(<module>)
     2377    0.000    0.000    0.000    0.000 geometry.py:469(bottom)
      257    0.000    0.000    0.000    0.000 {method 'get_nowait' of '_queue.SimpleQueue' objects}
       24    0.000    0.000    0.000    0.000 threading.py:1043(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 style.py:60(__new__)
       38    0.000    0.000    0.000    0.000 timeouts.py:85(__aenter__)
        1    0.000    0.000    0.000    0.000 setters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       24    0.000    0.000    0.000    0.000 threading.py:882(__init__)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
